annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
2005;SAMSON LE MEN;SEGOLENE;2;Senior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0921204J;;;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris Ouest Nanterre La Defense
2005;HEYBERGER;BERNARD;2;Senior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0370800U;200412231G;Cites, Territoires, Environnement, Societes;18;Orleans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Universite;;Hors IDEX;47.3836664;0.6753195;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite François-Rabelais
2005;GUERIN;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;18;Section 18 - Arts : plastiques, du spectacle, musique, musicologie, esthetique, science de l'art;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Lettres et sciences humaines>Sciences humaines>Section 18 - Arts : plastiques, du spectacle, musique, musicologie, esthetique, science de l'art;Aix-Marseille universite
2005;GAUSSIER;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;61;Section 61 - Genie informatique, automatique et traitement du signal;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0951793H;200212719W;Equipes Traitement de l'Information et Systèmes;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 61 - Genie informatique, automatique et traitement du signal;Universite de Cergy-Pontoise
2005;EBBESEN;THOMAS;2;Senior;0;Nouvelle candidature;1;Hommes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;1;Professeurs et assimiles;0673021V;200112415V;Institut de Science et d'Ingenierie Supramoleculaires;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;Universite de Strasbourg
2005;DULLIN;SABINE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751717J;200212794C;Identites, Relations Internationales et Civilisations de l'Europe;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris 1 - Pantheon Sorbonne
2005;DEMONET;MARIE-LUCE;2;Senior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0370800U;198412357F;Centre d'etudes Superieures de la Renaissance;18;Orleans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Universite;;Hors IDEX;47.3836664;0.6753195;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite François-Rabelais
2005;DEBATISSE BUTTIN;MICHELLE;2;Senior;0;Nouvelle candidature;2;Femmes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0751722P;200512532E;Dynamique de l'Information Genetique : Bases Fondamentales et Cancer;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite Pierre et Marie Curie
2005;COLIN;THIERRY;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0333298F;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Bordeaux
2005;CLARKE;FRANCIS;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0691774D;200511878U;Institut Camille Jordan;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Claude Bernard - Lyon 1
2005;CARPENTIER;JEAN-FRANCOIS;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0350936C;200612270R;Institut des Sciences Chimiques de Rennes;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Rennes 1
2006;SIBEUD;EMMANUELLE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0931827F;200512520S;Societes en Developpement dans l'Espace et dans le Temps;24;Creteil;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9452421;2.3639438;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris 8 - Vincennes - Saint-Denis
2005;MIHALCESCU;IRINA;1;Junior;0;Nouvelle candidature;2;Femmes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;2;Maîtres de conferences et assimiles;0383493R;199512024W;Laboratoire Interdisciplinaire de Physique;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite de Grenoble Alpes
2005;MARIE;XAVIER;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0310152X;200711884S;Laboratoire de Physique et Chimie des Nano-Objets;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5718565;1.4649367;Sciences>Physique>Section 28 - Milieux denses et materiaux;Institut national des sciences appliquees de Toulouse
2005;GLAICHENHAUS;NICOLAS;2;Senior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0060931E;200816545D;Immunologie des Maladies Infectieuses, Allergiques et Autoimmunes;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;43.7138314;7.2655012;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite Nice - Sophia-Antipolis
2005;DAUSSY;HUGUES;1;Junior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0720916E;200014564K;Laboratoire d'Histoire Anthropologique du Mans;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;48.0160531;0.1498899;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite du Maine
2005;COURTILLOT;VINCENT;2;Senior;1;Reconduction;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0751723R;200512539M;Institut de Physique du Globe de Paris;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite Paris Diderot
2005;BOUVET;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;64;Section 64 - Biochimie et biologie moleculaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0694123G;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Biologie et Biochimie>Section 64 - Biochimie et biologie moleculaire;ecole normale superieure de Lyon
2005;BOUILLON;JEAN-PAUL;2;Senior;1;Reconduction;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0631525R;199213300W;Centre d'Histoire Espaces et Cultures;6;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Universite;;Hors IDEX;45.7762696;3.0916044;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Blaise Pascal
2005;BOST;JEAN-BENOIT;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
2006;ROBERT;YVES;2;Senior;0;Nouvelle candidature;1;Hommes;27;Section 27 - Informatique;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0694123G;200317503S;Laboratoire d'Informatique du Parallelisme;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Mathematiques et Informatique>Section 27 - Informatique;ecole normale superieure de Lyon
2006;RENARD;PIERRE-YVES;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0761904G;200012115Y;Chimie Organique, Bioorganique : Reactivite et Analyse;21;Rouen;23;Haute-Normandie;0142382N;Normandie Universite;;Hors IDEX;49.4603349;1.0673087;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Rouen
2006;PHAM;HUYEN;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751723R;199712645M;Laboratoire de Probabilites et Modèles Aleatoires;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Paris Diderot
2006;PECOUT;THIERRY;1;Junior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0134009M;199412351F;Temps, Espaces, Langages, Europe Meridionale - Mediterranee;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Aix-Marseille universite
2006;MASQUELIER;CHRISTIAN;1;Junior;0;Nouvelle candidature;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;1;Professeurs et assimiles;0801344B;200012108R;Laboratoire de Reactivite et Chimie des Solides;20;Amiens;22;Picardie;0512141A;Universite de Champagne;;Hors IDEX;49.8762421;2.2668361;Sciences>Chimie>Section 33 - Chimie des materiaux;Universite de Picardie Jules-Verne
2006;MAINGUENEAU;DOMINIQUE;2;Senior;0;Nouvelle candidature;1;Hommes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0941111X;199914429T;Centre d'etude des Discours, Images, Textes, ecrits et Communications;24;Creteil;11;Île-de-France;0772710C;Universite Paris-Est;;Hors IDEX;48.7881615;2.4459648;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Paris-Est Creteil Val-de-Marne
2006;JANY CATRICE;FLORENCE;1;Junior;0;Nouvelle candidature;2;Femmes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;2;Maîtres de conferences et assimiles;0593559Y;200212693T;Centre Lillois d'etudes et de Recherches Sociologiques et economiques;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.611588;3.1424952;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Lille 1 - Sciences technologies
2006;GELEZEAU;VALERIE;1;Junior;0;Nouvelle candidature;2;Femmes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0772502B;;;24;Creteil;11;Île-de-France;0772710C;Universite Paris-Est;;Hors IDEX;48.8400979;2.5862494;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite Paris-Est Marne-la-Vallee
2006;DOUZET;FREDERICK;1;Junior;0;Nouvelle candidature;2;Femmes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0931827F;199213073Z;Centre de Recherches et d'Analyses Geopolitiques;24;Creteil;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9452421;2.3639438;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite Paris 8 - Vincennes - Saint-Denis
2006;DEAN;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;29;Section 29 - Constituants elementaires;6;Physique;3;Sciences;1;Professeurs et assimiles;0311384L;200311829Z;Laboratoire de Physique Theorique;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Physique>Section 29 - Constituants elementaires;Universite de Toulouse 3 - Paul Sabatier
2006;CREMER;HELMUTH;2;Senior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
2006;CHITRA;RAMASUBRAMANIAN;1;Junior;0;Nouvelle candidature;2;Femmes;29;Section 29 - Constituants elementaires;6;Physique;3;Sciences;2;Maîtres de conferences et assimiles;0751722P;199711672E;Laboratoire de Physique Theorique de la Matière Condensee;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 29 - Constituants elementaires;Universite Pierre et Marie Curie
2006;BADEL;LAURENCE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris 1 - Pantheon Sorbonne
2007;ZARADER;MARLENE;2;Senior;0;Nouvelle candidature;2;Femmes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0341089Z;199113210C;Recherches Philosophiques: Heritages, Frontières, Transitions;11;Montpellier;91;Languedoc-Roussillon;0342255S;Languedoc-Roussillon Universites;;Hors IDEX;43.636782;3.8672999;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Montpellier 3 - Paul-Valery
2007;VIVIER;ERIC;2;Senior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0134009M;200017461J;Centre d'Immunologie de Marseille-Luminy;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Aix-Marseille universite
2007;VAN DER LUGT;MAAIKE;1;Junior;0;Nouvelle candidature;2;Femmes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751723R;199213067T;Identites, Cultures, Territoires;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris Diderot
2007;SPECTOR;CELINE;1;Junior;0;Nouvelle candidature;2;Femmes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0331766R;200715440G;Lumières, Nature, Societe;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.7950831;-0.6111858;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Bordeaux-Montaigne
2007;SOULILLOU;JEAN-PAUL;2;Senior;1;Reconduction;1;Hommes;47;Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);14;Medecine;4;Sante;1;Professeurs et assimiles;0440984F;200416334S;Immunointervention dans les Allo et Xenotransplantations;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;47.2096489;-1.5557859;Sante>Medecine>Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);Universite de Nantes
2007;SAULEAU;RONAN;1;Junior;0;Nouvelle candidature;1;Hommes;63;Section 63 - Electronique, optronique et systèmes;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;2;Maîtres de conferences et assimiles;0350936C;200212224H;Institut d'electronique et de Telecommunication de Rennes;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 63 - Electronique, optronique et systèmes;Universite de Rennes 1
2007;RUSSO;DANIEL;2;Senior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0211237F;199312028J;Archeologie, Terre, Histoire, Societes;7;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comte;;Hors IDEX;47.3141097;5.0663779;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite de Bourgogne
2007;POUZET;MARC;1;Junior;0;Nouvelle candidature;1;Hommes;27;Section 27 - Informatique;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812948M;Laboratoire de Recherche en Informatique;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 27 - Informatique;Universite Paris-Sud
2007;MARTIN;JEAN-PIERRE;2;Senior;0;Nouvelle candidature;1;Hommes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0691775E;200715403S;Passages XX-XXI;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7495517;4.8374255;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Lumière - Lyon 2
2007;MANGIN;STEPHANE;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;2;Maîtres de conferences et assimiles;0542493S;199712607W;Laboratoire de Physique des Materiaux;12;Nancy-Metz;41;Lorraine;0542471T;PRES Universite de Lorraine;;Hors IDEX;48.696236;6.176543;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite de Lorraine
2007;MALACRIA;MAX;2;Senior;1;Reconduction;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;199712656Z;Chimie Organique;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite Pierre et Marie Curie
2007;LE BRETON;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;199512034G;Groupe de Recherche en economie Mathematique et Quantitative;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
2007;LAGORGETTE;DOMINIQUE;1;Junior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0730858L;200314976V;Langages, Litteratures, Societes. etudes Transfrontalières et Internationales;8;Grenoble;82;Rhône-Alpes;0383412C;Universite Grenoble Alpes;;Hors IDEX;45.5667761;5.9176353;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite de Savoie
2007;KERVEGAN;JEAN-FRANCOIS;2;Senior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751717J;200214837Y;Centre de Philosophie Contemporaine de la Sorbonne;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris 1 - Pantheon Sorbonne
2007;KANDEL;SONIA;1;Junior;0;Nouvelle candidature;2;Femmes;16;Section 16 - Psychologie, psychologie clinique, psychologie sociale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Sciences humaines>Section 16 - Psychologie, psychologie clinique, psychologie sociale;Universite de Grenoble Alpes
2007;HOUDE;OLIVIER;2;Senior;0;Nouvelle candidature;1;Hommes;16;Section 16 - Psychologie, psychologie clinique, psychologie sociale;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751721N;200612246P;Groupe d'Imagerie Neurofonctionnelle;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8512077;2.3407847;Lettres et sciences humaines>Sciences humaines>Section 16 - Psychologie, psychologie clinique, psychologie sociale;Universite Paris Descartes
2007;HISSLER;MURIEL;1;Junior;0;Nouvelle candidature;2;Femmes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;2;Maîtres de conferences et assimiles;0350936C;200612270R;Institut des Sciences Chimiques de Rennes;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Rennes 1
2007;HENRIOT;CHRISTIAN;2;Senior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0691775E;199511753B;Institut d'Asie Orientale;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7495517;4.8374255;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Lumière - Lyon 2
2007;HECK;CHRISTIAN;2;Senior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0593561A;199812857N;Institut de Recherches Historiques du Septentrion;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.626623;3.125444;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Lille 3 - Charles-de-Gaulle
2007;GERMINET;FRANCOIS;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0951793H;200212747B;Analyse, Geometrie et Modelisation;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Cergy-Pontoise
2007;FABRE;CLAUDE;2;Senior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0751723R;199812880N;Laboratoire Kastler Brossel;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Paris Diderot
2007;DOUADY;CHRISTOPHE;1;Junior;0;Nouvelle candidature;1;Hommes;67;Section 67 - Biologie des populations et ecologie;10;Biologie et Biochimie;3;Sciences;2;Maîtres de conferences et assimiles;0691774D;199911718W;Laboratoire d'ecologie des Hydrosystemes Naturels et Anthropises;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Biologie et Biochimie>Section 67 - Biologie des populations et ecologie;Universite Claude Bernard - Lyon 1
