annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
1991;SALATI;PIERRE;1;Junior;0;Nouvelle candidature;1;Hommes;29;Section 29 - Constituants elementaires;6;Physique;3;Sciences;1;Professeurs et assimiles;0730858L;;;8;Grenoble;82;Rhône-Alpes;0383412C;Universite Grenoble Alpes;;Hors IDEX;45.5667761;5.9176353;Sciences>Physique>Section 29 - Constituants elementaires;Universite de Savoie
1991;MEYER;YVES;2;Senior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;;;0750736T;199812864W;Centre de Mathematiques et de leurs Applications;1;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;48.8711494;2.2752911;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Paris-Dauphine
1991;JOANNY;JEAN-FRANCOIS;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;;;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite de Strasbourg
1991;GOURIER;DIDIER;1;Junior;0;Nouvelle candidature;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;;;0753375L;;;1;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;48.8445394;2.344079;Sciences>Chimie>Section 33 - Chimie des materiaux;ecole nationale superieure de chimie de Paris
1991;BRECHOT;CHRISTIAN;1;Junior;0;Nouvelle candidature;1;Hommes;44;Section 44 - Biochimie, biologie cellulaire;14;Medecine;4;Sante;;;0751721N;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8512077;2.3407847;Sante>Medecine>Section 44 - Biochimie, biologie cellulaire;Universite Paris Descartes
1991;BOURGUET;MARIE-NOELLE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;;;0751723R;199213067T;Identites, Cultures, Territoires;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris Diderot
1992;FOUGEREAU;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;;;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Aix-Marseille universite
1993;NICOLAS;ADOLPHE;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;;;0342321N;;;11;Montpellier;91;Languedoc-Roussillon;;Hors PRES;;Hors IDEX;43.598480227;3.8968741573;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Montpellier
1993;LETOUBLON;FRANCOISE;2;Senior;0;Nouvelle candidature;2;Femmes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;;;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite de Grenoble Alpes
1993;GAMBONI;DARIO;1;Junior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0691775E;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7495517;4.8374255;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Lumière - Lyon 2
1993;FANTINI;JACQUES;1;Junior;0;Nouvelle candidature;1;Hommes;64;Section 64 - Biochimie et biologie moleculaire;10;Biologie et Biochimie;3;Sciences;2;Maîtres de conferences et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Biologie et Biochimie>Section 64 - Biochimie et biologie moleculaire;Aix-Marseille universite
1993;CLAVIN;PAUL;2;Senior;0;Nouvelle candidature;1;Hommes;62;Section 62 - Energetique, genie des procedes;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;;;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 62 - Energetique, genie des procedes;Aix-Marseille universite
1993;BROUE;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;;;0751723R;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris Diderot
1993;BEAUD;OLIVIER;1;Junior;0;Nouvelle candidature;1;Hommes;2;Section 2 - Droit public;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0593560Z;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.6312819;3.0756487;Droit et sciences economiques>Droit et Science politique>Section 2 - Droit public;Universite Lille 2 - Droit et Sante
1994;SICARDY;BRUNO;1;Junior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite Pierre et Marie Curie
1994;MUSSET;ALAIN;1;Junior;0;Nouvelle candidature;1;Hommes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0921204J;;;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite Paris Ouest Nanterre La Defense
1994;MONTAGNER;JEAN-PAUL;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0751723R;199712626S;Departement de Sismologie;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite Paris Diderot
1994;MARCHELLO NIZIA;CHRISTIANE;2;Senior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0694123G;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;ecole normale superieure de Lyon
1994;LE CAM;JEAN-LUC;1;Junior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0290346U;200012131R;Centre de Recherche Bretonne et Celtique;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.3984384;-4.5083086;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite de Bretagne Occidentale
1994;GOYET;FRANCIS;1;Junior;0;Nouvelle candidature;1;Hommes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite de Grenoble Alpes
1994;GOERG;ODILE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0673021V;200311695D;Societes en Developpement dans l'Espace et dans le Temps;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite de Strasbourg
1994;FINK;MATHIAS;2;Senior;0;Nouvelle candidature;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0751723R;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Universite Paris Diderot
1994;BARBARAS;RENAUD;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751720M;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris-Sorbonne
1995;ZALESKI;STEPHANE;1;Junior;0;Nouvelle candidature;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0751722P;200712566H;Institut Jean le Rond d'Alembert;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Universite Pierre et Marie Curie
1991;MALACRIA;MAX;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite Pierre et Marie Curie
1992;COLLET;ANDRE;2;Senior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0694123G;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;ecole normale superieure de Lyon
1992;BIRNBAUM;PIERRE;2;Senior;0;Nouvelle candidature;1;Hommes;19;Section 19 - Sociologie, demographie;4;Sciences humaines;2;Lettres et sciences humaines;;;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Lettres et sciences humaines>Sciences humaines>Section 19 - Sociologie, demographie;Universite Paris 1 - Pantheon Sorbonne
1992;ALLEGRE;CLAUDE;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;;;0751723R;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite Paris Diderot
1993;LE MOAL;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;69;Section 69 - Neurosciences;10;Biologie et Biochimie;3;Sciences;;;0333298F;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Biologie et Biochimie>Section 69 - Neurosciences;Universite de Bordeaux
2008;BUGEAUD;YANN;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0673021V;199212569B;Institut de Recherche Mathematique Avancee;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Strasbourg
2008;BRONNER;GERALD;1;Junior;0;Nouvelle candidature;1;Hommes;19;Section 19 - Sociologie, demographie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0673021V;200112443A;Cultures et Societe en Europe;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Lettres et sciences humaines>Sciences humaines>Section 19 - Sociologie, demographie;Universite de Strasbourg
2008;BROCHARD WYART;FRANCOISE;2;Senior;1;Reconduction;2;Femmes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;199411684F;Unite Physico-Chimie Curie;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;Universite Pierre et Marie Curie
2008;BRANCHE;RAPHAELLE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751717J;200212725C;Centre d'Histoire Sociale du XXème Siècle;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Paris 1 - Pantheon Sorbonne
2008;BENSAUDE VINCENT;BERNADETTE;2;Senior;0;Nouvelle candidature;2;Femmes;72;Section 72 - Epistemologie, histoire des sciences et des techniques;12;Groupe interdisciplinaire (hors STAPS);2;Lettres et sciences humaines;1;Professeurs et assimiles;0921204J;199213084L;Institut de Recherches Philosophiques : les Dynamiques de l'Invention Philosophique, Scientifique et Artistique;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Groupe interdisciplinaire (hors STAPS)>Section 72 - Epistemologie, histoire des sciences et des techniques;Universite Paris Ouest Nanterre La Defense
2008;BENATOUIL;THOMAS;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0542493S;200112504S;Laboratoire d'Histoire des Sciences et de Philosophie - Archives Henri Poincare;12;Nancy-Metz;41;Lorraine;0542471T;PRES Universite de Lorraine;;Hors IDEX;48.696236;6.176543;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite de Lorraine
2008;BARTHELEMY;AGNES;2;Senior;0;Nouvelle candidature;2;Femmes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0911101C;199519291V;Unite Mixte de Physique CNRS/Thalès;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Paris-Sud
2008;AMORIM;MICHEL-ANGE;1;Junior;0;Nouvelle candidature;1;Hommes;74;Section 74 - Sciences et techniques des activites physiques et sportives;13;STAPS;5;STAPS;2;Maîtres de conferences et assimiles;0911101C;200615291Z;Contrôle Moteur et Perception;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;STAPS>STAPS>Section 74 - Sciences et techniques des activites physiques et sportives;Universite Paris-Sud
2009;XU SONG;DAN;2;Senior;0;Nouvelle candidature;2;Femmes;15;Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0753488J;199812891A;Centre de Recherches Linguistiques sur l'Asie Orientale;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8297165;2.3805879;Lettres et sciences humaines>Langues et Litteratures>Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;Institut national des langues et civilisations orientales
2009;WILLINGER;MARC;2;Senior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0342321N;199711940W;Laboratoire Montpellierain d'economie Theorique et Appliquee;11;Montpellier;91;Languedoc-Roussillon;;Hors PRES;;Hors IDEX;43.598480227;3.8968741573;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite de Montpellier
2009;NEF;ANNLIESE;1;Junior;0;Nouvelle candidature;2;Femmes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751720M;200612819M;Orient et Mediterranee, Textes - Archeologie - Histoire;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris-Sorbonne
2009;MOUILLOT;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;67;Section 67 - Biologie des populations et ecologie;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0342321N;200111804F;ecologie des Systèmes Marins Côtiers;11;Montpellier;91;Languedoc-Roussillon;;Hors PRES;;Hors IDEX;43.598480227;3.8968741573;Sciences>Biologie et Biochimie>Section 67 - Biologie des populations et ecologie;Universite de Montpellier
2009;MICHON;CEDRIC;1;Junior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0720916E;200812290D;Centre de Recherches Historiques de l'Ouest;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;48.0160531;0.1498899;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite du Maine
2009;MERLIN KAJMAN;HELENE;2;Senior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751719L;199213038L;Formes et Idees de la Renaissance aux Lumières;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8488885;2.3430495;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Sorbonne Nouvelle - Paris 3
2009;LUCKEN;MICHAEL;1;Junior;0;Nouvelle candidature;1;Hommes;15;Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0753488J;199213453M;Centre d'etudes Japonaises;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8297165;2.3805879;Lettres et sciences humaines>Langues et Litteratures>Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;Institut national des langues et civilisations orientales
2009;LEONARD;JEAN-LEONARD;2;Senior;0;Nouvelle candidature;1;Hommes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751719L;200112425F;Laboratoire de Phonetique et Phonologie;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8488885;2.3430495;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Sorbonne Nouvelle - Paris 3
2009;LAURAND;VALERY;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0331766R;200715440G;Lumières, Nature, Societe;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.7950831;-0.6111858;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Bordeaux-Montaigne
2009;LABROSSE;STEPHANE;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0694123G;199212008S;Laboratoire de Sciences de la Terre;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;ecole normale superieure de Lyon
2009;HENIN;EMMANUELLE;1;Junior;0;Nouvelle candidature;2;Femmes;10;Section 10 - Litteratures comparees;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0511296G;200014608H;Centre de Recherche Interdisciplinaire sur les Modeles Esthetiques et Litteraires;19;Reims;21;Champagne-Ardenne;0512141A;Universite de Champagne;;Hors IDEX;49.2559012;4.0401271;Lettres et sciences humaines>Langues et Litteratures>Section 10 - Litteratures comparees;Universite de Reims Champagne-Ardenne
2009;HARARI;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
2009;GUERY ODELIN;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0311384L;199512025X;Laboratoire Collisions, Agregats, Reactivite;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite de Toulouse 3 - Paul Sabatier
2009;GROSSO;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;199712620K;Chimie de la Matière Condensee de Paris;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 33 - Chimie des materiaux;Universite Pierre et Marie Curie
2009;GERARD;PATRICK;2;Senior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Paris-Sud
2009;GALLAGHER;ISABELLE;1;Junior;0;Nouvelle candidature;2;Femmes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751723R;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris Diderot
2009;FURLAN;FRANCESCO;2;Senior;0;Nouvelle candidature;1;Hommes;14;Section 14 - Langues et litteratures romanes : espagnol, italien, portugais, autres langues romanes;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0931827F;199812894D;Centre de Recherche sur les Arts et le Langage;24;Creteil;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9452421;2.3639438;Lettres et sciences humaines>Langues et Litteratures>Section 14 - Langues et litteratures romanes : espagnol, italien, portugais, autres langues romanes;Universite Paris 8 - Vincennes - Saint-Denis
2009;FOUACHE;ERIC;2;Senior;0;Nouvelle candidature;1;Hommes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0921204J;199213085M;Laboratoire de Geographie Comparee des Suds et des Nords;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite Paris Ouest Nanterre La Defense
2009;FOESSEL;MICHAEL;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0211237F;199512035H;Centre Georges Chevrier. Ordre et Desordre dans l'Histoire des Societes;7;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comte;;Hors IDEX;47.3141097;5.0663779;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite de Bourgogne
2009;DELORME;PATRICK;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0134009M;200412255H;Institut de Mathematiques de Luminy;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Aix-Marseille universite
2009;DECLERCQ;DAVID;1;Junior;0;Nouvelle candidature;1;Hommes;61;Section 61 - Genie informatique, automatique et traitement du signal;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0951376E;200212719W;Equipes Traitement de l'Information et Systèmes;25;Versailles;11;Île-de-France;0932558A;PRES COLLEGIUM;;Hors IDEX;49.039012;2.0713216;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 61 - Genie informatique, automatique et traitement du signal;ecole nationale superieure de l'electronique et de ses applications de Cergy
